	n_runs
ENSG00000258082	1
ENSG00000289538	1
ADRA2A	1
ENSG00000250043	1
GXYLT1	1
ENSG00000267666	1
LINC01941	1
ENSG00000257735	1
ENSG00000289855	1
RASA4B	1
VWA5A	1
CSNKA2IP	1
RAB6D	1
LINC01502	1
ENSG00000288756	1
ENSG00000255477	1
IDH2	1
RBM19	1
SNX25	1
ENTPD1	1
FAM13A-AS1	1
LINC02269	1
ENSG00000251216	1
ENSG00000283125	1
ENSG00000287684	1
TRGV3	1
ABCG2	1
LINC02397	1
BRAP	1
ENSG00000288954	1
IRAG1	1
ENSG00000289333	1
ERG	1
RSPRY1	1
CCR2	1
LRRC18	1
FCRL6	1
DNAJB4	1
ENSG00000291201	1
WEE1	1
ENSG00000274987	1
ENSG00000286771	1
SEC62	1
LIMCH1	1
LINC00933	1
ENSG00000286045	1
ENSG00000261572	1
TTLL6	1
RSC1A1	1
ENSG00000286732	1
TMC3	1
KCTD8	1
ZNF785	1
PSTPIP1	1
AQP9	1
HBM	1
LRRC3-DT	1
MYOM1	1
IFNG	1
LRRC75A	1
NOTCH2NLB	1
ENSG00000290038	1
FCRL1	1
ITLN1	1
ENSG00000230955	1
ENSG00000230709	1
ENSG00000290993	1
PAQR4	1
ARHGEF35-AS1	1
ENSG00000267605	1
ACSM3	1
ENSG00000289206	1
PSRC1	1
ENSG00000285656	1
ENSG00000289280	1
DNAH10	1
ENSG00000272979	1
CNTN3	1
TENM2	1
ENSG00000287250	1
ENSG00000258050	1
C7orf57	1
OGFOD1	1
TUBA1B-AS1	1
PMVK	1
GNPAT	1
ENSG00000267424	1
ENSG00000259364	1
ENSG00000224077	1
ENSG00000253106	1
RPAP3-DT	1
ENSG00000281333	1
ASIC3	1
VEPH1	1
SLAMF9	1
PADI4	1
FAM98C	1
ENSG00000289142	1
ATP5MC2	1
SLC30A4	1
ENSG00000259594	1
PDZRN3	1
ZNF829	1
ENSG00000290736	1
LMNA	1
TMPRSS13	1
ZBTB17	1
KCNJ5	1
KCNT1	1
ENSG00000227355	1
NCKAP5-AS1	1
LARP4B-DT	1
ENSG00000253388	1
UTS2	1
DOCK8-AS1	1
ATP13A5	1
ENSG00000277214	1
CRYBA1	1
PRDM8-AS1	1
CHPT1	1
CD46	1
ENSG00000276417	1
DEDD2	1
SLC11A2	1
ENSG00000289193	1
ENSG00000286874	1
ENSG00000259986	1
CPA3	1
TRPV2	1
CHFR	1
PCF11	1
PRRC1	1
RAB27A	1
TAF15	1
LMAN2	1
MYO1E	1
PAMR1	1
UCK2	1
UMAD1	1
LMOD1	1
VIT	1
STAMBP	1
MTR	1
TMCO4	1
CCDC121	1
LINC01948	1
GAL3ST1	1
ENSG00000287524	1
COLEC11	1
CARNS1	1
PCDHGA9	1
ENSG00000230454	1
ARAP1-AS1	1
GPR151	1
MELK	1
FBXL17	1
RARG	1
ARSB	1
RAB35	1
ENSG00000231856	1
STC2	1
ENSG00000243305	1
NCAM1-AS1	1
ENSG00000290059	1
ENSG00000249752	1
LINC02736	1
LINC01937	1
ENSG00000286263	1
PRMT6	1
GREM2	1
CWC27	1
XPO1	1
ABI3BP	1
ENSG00000290100	1
ENSG00000230163	1
ENSG00000197332	1
MXRA5	1
ENSG00000273245	1
ENSG00000217702	1
C1orf115	1
THBS4-AS1	1
PML	1
ENSG00000223343	1
ENSG00000289347	1
FLRT2	1
KDM4D	1
ENSG00000259359	1
NAA35	1
PIP4K2A	1
UBE3C	1
DPP4	1
WWTR1	1
KAT6B	1
TSN	1
TMEM184B	1
SLIT3	1
ASDURF	1
TMEM79	1
CCSER2	1
GLOD5	1
ENSG00000265749	1
CACNA1C-AS1	1
ENSG00000258520	1
CREBRF	1
NMD3	1
VDR	1
SCCPDH	1
ENSG00000225057	1
ANO7	1
PHLPP2	1
STX3	1
ENSG00000272084	1
ENSG00000288835	1
AHCYL2	1
DZIP1	1
SMIM12	1
BCL2L13	1
LINC02636	1
KCNE2	1
ENSG00000224251	1
ENSG00000287762	1
ENSG00000267919	1
ENSG00000283766	1
ENSG00000260948	1
ENSG00000278668	1
TRNAU1AP	1
SPATA13	1
PUM2	1
ENSG00000251379	1
ENSG00000266872	1
ACKR3	1
DLG3-AS1	1
SSTR5	1
LINC02133	1
WIPF1	1
SMAD6	1
NCOA3	1
STAC	1
ENSG00000259952	1
ENSG00000288737	1
GMEB1	1
UIMC1	1
CTNNA1	1
ZNF431	1
ENSG00000285280	1
ENSG00000288908	1
NCKAP1L	1
ZNF652	1
RIC1	1
MYLK	1
MORN5	1
LNCAROD	1
FMO3	1
C12orf40	1
ADAMTS6	1
IL3	1
SYNRG	1
RANBP2	1
CSF2	1
ENSG00000289526	1
DGKZ	1
SGO1	1
RBM15-AS1	1
ENSG00000290102	1
HMCN1	1
CRADD	1
CCDC171	1
SQOR	1
ENSG00000230615	1
LCK	1
AP5Z1	1
LINC02361	1
ISL2	1
SPECC1	1
OSBPL10	1
PGD	1
NEO1	1
SVBP	1
MFSD3	1
ENSG00000286542	1
P3H2-AS1	1
CNIH3	1
TMEM234	1
ENSG00000289992	1
GTF3C3	1
ENSG00000287858	1
CBX4	1
ADAMTS4	1
ENSG00000285906	1
ZNF670	1
ALDH4A1	1
KAZN	1
NUDCD2	1
SP140L	1
LINC02943	1
ENSG00000236494	1
ENSG00000228028	1
ENSG00000287822	1
CRIM1	1
ENSG00000268355	1
NUTM2D	1
COPS9	1
ENSG00000289453	1
VGLL4	1
GGT1	1
SCG2	1
MAP4K4	1
ZMIZ1	1
TP53I3	1
ATP8B1	1
ENSG00000244676	1
SMARCAD1-DT	1
ENSG00000265484	1
TWIST1	1
MIR1915HG	1
MEG8	1
ENSG00000225807	1
ENSG00000255825	1
CLDN18	1
ESPN	1
POLE3	1
TGFBR2	1
ENSG00000287382	1
ENSG00000291221	1
ENSG00000289933	1
TMEM115	1
ZCCHC9	1
WDR37	1
ENSG00000228334	1
SEMA3C	1
AP2B1	1
ENAH	1
PRSS23	1
CSRP2	1
C1QTNF7	1
MIR4435-2HG	1
SPATS2L	1
P2RY11	1
TRGJ2	1
LINC01554	1
FAM81A	1
RAB34	1
BCAS3-AS1	1
GATA6-AS1	1
TMTC2	1
DAND5	1
ENSG00000265728	1
ENSG00000259621	1
ENSG00000286872	1
ENSG00000232884	1
ENSG00000276952	1
GOLGA8M	1
SLC40A1	1
MCM8-AS1	1
PPCDC	1
MALT1-AS1	1
ENSG00000259682	1
ENSG00000288992	1
PPP1R3A	1
SOD1-DT	1
SNAP25-AS1	1
ENSG00000260672	1
LINC01723	1
ENSG00000233754	1
SNX32	1
MRPL12	1
OBSCN	1
ACAN	1
TRHDE-AS1	1
DHRS4-AS1	1
SPDYE2	1
SGSM3-AS1	1
SEMA4C	1
ENSG00000278022	1
ANKRD12	1
ENSG00000237870	1
EPHB4	1
ENSG00000234149	1
SLC22A15	1
GNAO1	1
NUTM2B	1
SCHIP1	1
SSBP3	1
ALPK1	1
TCF4-AS1	1
ADIG	1
ENSG00000286311	1
RPL34-DT	1
ENSG00000273552	1
ENSG00000261543	1
ENSG00000232464	1
ARAP3	1
ENSG00000291098	1
KDM2B	1
THNSL2	1
ENSG00000237832	1
CBS	1
IRAIN	1
SMIM3	1
SEMA3E	1
NOTCH2NLR	1
ENSG00000286125	1
ZNF143	1
ENTPD5	1
PLEKHA2	1
SCGB2B2	1
SVIL-AS1	1
SLC9A7	1
DZIP1L	1
ADAM20P1	1
PDC	1
SLC27A3	1
SPAG16	1
HTR2C	1
RND1	1
SYT9	1
CA5B	1
CD3E	1
HS3ST2	1
BRD9	1
ZBTB16	1
ZNF561-AS1	1
ENSG00000270110	1
ENSG00000257022	1
FBXW7-AS1	1
CPEB2	1
ENSG00000275632	1
KANTR	1
WIF1	1
ANKFN1	1
TBXAS1	1
MTMR14	1
GSTM3	1
MYH11	1
FYCO1	1
ENSG00000227914	1
FBXO38	1
CD302	1
ADAP1	1
PELI1	1
ZNF804B	1
PCDHA10	1
LINC01160	1
DHX35	1
FSD2	1
ENSG00000290851	1
PDK1-AS1	1
SYCP3	1
EAF1-AS1	1
ENSG00000289556	1
LINC02918	1
ENSG00000283897	1
WDHD1	1
POR	1
CADM1	1
LMNB1	1
ARHGAP29-AS1	1
PRDX6-AS1	1
ODAD2	1
ENSG00000272856	1
NNT	1
SPATS2	1
CLEC16A	1
ENSG00000229494	1
LRRC36	1
CDC42EP3-AS1	1
EGFLAM-AS1	1
THBS3	1
DPY30	1
METTL15	1
NALF1	1
UBTD2	1
PRKAG2	1
RASSF3	1
ZNF407	1
TGFBR3	1
RNF34	1
TRBV12-4	1
LEKR1	1
C5orf24	1
ZBTB20-AS2	1
ENSG00000237280	1
ENSG00000282022	1
LINC02819	1
NUTM2E	1
ANKRD36BP2	1
DLL4	1
TMIE	1
RGR	1
SEMA3F	1
WDR25	1
PSG3	1
LINC02965	1
ENSG00000282556	1
LYPD6	1
NRSN2	1
MAGED1	1
ABI1	1
ZNF784	1
LINC00547	1
TNFRSF4	1
DPYSL3	1
FAT4	1
SANBR	1
DCAF11	1
ENSG00000284309	1
HBP1	1
SPPL3	1
MB21D2	1
JADE3	1
ARL15	1
RYBP	1
CPVL-AS1	1
GOLGA6L26	1
ENSG00000278356	1
MSI2	1
LSMEM2	1
LINGO3	1
ENSG00000285915	1
ALK	1
POLR3C	1
IFT52	1
ENOX2	1
UNC119	1
PTPN11	1
MBNL1	1
RNLS	1
PCDHGB4	1
SLC51A	1
ZNF98	1
SPTLC1	1
SYNGR2	1
VWA1	1
ENSG00000268873	1
GSK3B-DT	1
INSYN2B	1
ENSG00000256020	1
ENSG00000285813	1
TCEANC2	1
PRPF40B	1
TPCN1	1
STK11	1
ENSG00000260995	1
EVC	1
LINC01839	1
INPP5J	1
ENSG00000236031	1
ENSG00000227227	1
ENSG00000229167	1
CPLX3	1
MKNK1-AS1	1
CPE	1
ENSG00000266065	1
NSD3	1
CDK12	1
COIL	1
MEGF9	1
CYP4F11	1
MIR193BHG	1
FUT4	1
LINC01900	1
ZNF329	1
SOGA1	1
ENSG00000249207	1
CLVS1	1
ZFP92	1
ENSG00000251127	1
PF4	1
TRAPPC8	1
TSC22D1	1
ENSG00000233651	1
C22orf31	1
OR9Q1	1
FAM83F	1
MRRF	1
SLC10A4	1
FUBP3	1
GLCE	1
MTUS1-DT	1
LINC02091	1
GUCA1C	1
ENSG00000274159	1
ENSG00000230746	1
INCA1	1
ENSG00000261996	1
LINC02803	1
ZNF676	1
ENSG00000254230	1
SLC23A3	1
PARVB	1
POMT2	1
DIDO1	1
ENSG00000290657	1
PI4K2B	1
ELF4	1
ENSG00000291051	1
ENSG00000234535	1
DLEU7	1
CAMK2N1	1
PIK3CG	1
ENSG00000285966	1
TNKS1BP1	1
ENSG00000263970	1
ENSG00000275894	1
GOT1L1	1
ORM2	1
ENSG00000260953	1
ENSG00000262298	1
ENSG00000230826	1
MEOX1	1
ENSG00000291067	1
EMCN	1
PTK2	1
IGBP1-AS1	1
CSMD1	1
POU6F1	1
ZNF396	1
ECRG4	1
ENSG00000256312	1
LINC01376	1
LINC01374	1
FABP12	1
ENSG00000288946	1
FTX	1
ZBTB42	1
ENSG00000289307	1
LINC00587	1
CA9	1
CENPI	1
ENSG00000290797	1
ENSG00000289875	1
HS6ST2	1
ISM1	1
ENSG00000254396	1
SLCO5A1	1
LINC02700	1
MMP24	1
ENSG00000267316	1
ENSG00000261113	1
ENSG00000283415	1
METTL21EP	1
POTEH	1
FIRRE	1
CLYBL	1
ENSG00000259723	1
UNC45B	1
ENSG00000290004	1
LINC02950	1
ENSG00000289398	1
LCN1	1
ENSG00000277558	1
ENSG00000253642	1
CFAP61-AS1	1
ENSG00000255839	1
EGOT	1
ENSG00000288720	1
MLPH	1
ENSG00000235140	1
LINC02316	1
ENSG00000286825	1
GAS1	1
ENSG00000237153	1
ENSG00000289764	1
GPT2	1
ZNF433	1
NXN	1
SOCS1	1
MSLN	1
KREMEN1	1
ENSG00000287853	1
RBM46	1
GALNS	1
AJM1	1
B3GNT3	1
ENSG00000277463	1
CBFB	1
SLX4	1
CGB5	1
SNHG27	1
ACOT1	1
PDCD1LG2	1
KLK10	1
FBP2	1
COLCA1	1
SLPI	1
CYP2S1	1
ENSG00000270829	1
KRT16	1
ENSG00000261028	1
ENSG00000256972	1
ENSG00000290951	1
ENSG00000267815	1
ENKD1	1
LINC02313	1
ENSG00000230848	1
SLC6A14	1
FMNL1-AS1	1
RDH10-AS1	1
ENSG00000253561	1
LINC02326	1
FLRT2-AS1	1
ENSG00000259579	1
ENSG00000250740	1
ENSG00000272689	1
ENSG00000223884	1
VPS39	1
ANKRD54	1
LATS2	1
CEP78	1
ANKRD61	1
SMCO1	1
FGF12-AS2	1
ZNF560	1
GOLGA1	1
BDKRB1	1
ENSG00000289902	1
ENSG00000260599	1
PCAT4	1
ENSG00000228072	1
ENSG00000227197	1
LINC01563	1
LINC03071	1
ENSG00000272406	1
ENSG00000271420	1
LINC01915	1
PCDHGB3	1
SLC35E1	1
APOBEC3C	1
ENSG00000269729	1
ENSG00000286820	1
LINC00315	1
MISP	1
TMEM215	1
ENSG00000256973	1
ENSG00000286272	1
ENSG00000290410	1
ENSG00000243389	1
ENSG00000253369	1
LINC01191	1
ACAP2-IT1	1
MARCOL	1
CNTN4-AS2	1
MYRFL	1
PI3	1
KRTAP2-3	1
PIP5K1C	1
FAM170B-AS1	1
LINC02802	1
MIER2	1
FA2H	1
MAP2K5	1
ERF	1
DSC2	1
CPNE2	1
SYT17	1
IL1RL2	1
SLC30A8	1
ENSG00000232821	1
LSM12	1
LINC02984	1
CFAP99	1
KIF21B	1
CCSER1	1
ENSG00000254973	1
ENSG00000262999	1
ENSG00000285103	1
ADAM32	1
LCMT1	1
LINC01122	1
LINC01906	1
GOLGA7B-DT	1
S100A11	1
HISLA	1
CRTC3-AS1	1
ENSG00000222017	1
RTN4RL2	1
EPHA1	1
CKS1B	1
HOXB-AS3	1
PCDHGA11	1
LINC02785	1
ENSG00000273473	1
ENSG00000213062	1
RORB	1
FAM30A	1
ARHGAP11B	1
SLC36A1	1
ENSG00000235281	1
SLC35E4	1
ENSG00000286133	1
ENSG00000286823	1
ENSG00000241180	1
ENSG00000260369	1
CYP1A2	1
OTUD7A	1
NRXN2	1
LINC00862	1
ENSG00000230928	1
KLHL21	1
ENSG00000286162	1
MICAL2	1
DTX1	1
LINC03047	1
CDH1	1
ENSG00000259878	1
ENSG00000239593	1
SMIM47	1
NABP1	1
ENSG00000272865	1
ZYG11B	1
RBMS2	1
TTC7A	1
POLA1	1
PAK4	1
TMEM72-AS1	1
CORO2B	1
GPR141	1
ENSG00000267016	1
PACS2	1
SIX3-AS1	1
CMTM8	1
ENSG00000267198	1
STUB1	1
CCAR2	1
MCEMP1	1
UBAP2L	1
SLFN14	1
TRIM16	1
THOC3	1
MOSPD3	1
ARHGAP25	1
SMIM24	1
EEFSEC	1
ENSG00000288728	1
CCNF	1
ENSG00000259575	1
ACSF2	1
ZMAT3	1
ENSG00000274834	1
MPPED2	1
HOATZ	1
RCAN3AS	1
RAMP3	1
KCNIP1	1
ENSG00000288741	1
ENSG00000258871	1
LINC01036	1
CHD1L	1
IHO1	1
TXNDC16	1
ENSG00000284624	1
ENSG00000290078	1
ENSG00000256988	1
ENSG00000290799	1
MXD1	1
SARDH	1
ARHGEF6	1
GZMK	1
LYPD3	1
B4GAT1-DT	1
S100A6	1
ENSG00000258526	1
S100PBP	1
ENSG00000276533	1
NAV2	1
LINC02936	1
ABHD17C	1
DAPK1	1
ACTRT3	1
ENSG00000275613	1
KLF2-DT	1
KIF3C	1
ADAD2	1
ROBO2	1
DRAM2	1
ENSG00000260466	1
ENSG00000226824	1
GATA2-AS1	1
ENSG00000259539	1
ENSG00000254718	1
ENSG00000244620	1
CASC2	1
ENSG00000285552	1
CMTM1	1
ENSG00000258752	1
ENSG00000253664	1
CHCHD6	1
EFR3B	1
KCNG3	1
PDE4D	1
ITGA9-AS1	1
DHDH	1
MMP28	1
ENSG00000290577	1
MBD3L1	1
STAT3	1
PCDHGA2	1
HEATR6	1
TMEM63C	1
ACACB	1
ATOX1	1
FARP1	1
ENSG00000259755	1
LINC00029	1
TERB1	1
SEMA4F	1
PDE9A	1
ZBTB7A	1
ENSG00000287878	1
KIF11	1
TSNAX	1
YARS1	1
MYLK-AS1	1
NIT1	1
TMEM86A	1
ENSG00000289000	1
ENSG00000277589	1
TJP3	1
ENSG00000248758	1
ENSG00000262833	1
FAM66C	1
NINJ2-AS1	1
ATP6V1E2	1
ENSG00000248734	1
ENSG00000225113	1
PRRT1B	1
BHLHE23	1
ANKRD33B	1
TRGC2	1
ENSG00000289552	1
YPEL2	1
SPSB4	1
EN2	1
ANAPC13	1
ENSG00000259782	1
MIR924HG	1
PALD1	1
LGALS9	1
SLC12A5-AS1	1
CD8A	1
ENSG00000283689	1
SYN1	1
TRAJ2	1
LINC00351	1
ENSG00000251310	1
MED7	1
S100Z	1
GPRIN1	1
ENSG00000290035	1
NATD1	1
TRAJ1	1
ENSG00000250519	1
ENSG00000258122	1
ENSG00000229151	1
CIP2A	1
ENSG00000273321	1
PLEKHO1	1
ENSG00000260392	1
ASH1L-IT1	1
NRG1	1
GBP7	1
PODXL	1
ENSG00000250379	1
ANKH-DT	1
LINC03059	1
ESRP2	1
SLC5A2	1
ENSG00000267192	1
ENSG00000276012	1
ENSG00000259017	1
SLC34A2	1
CCDC198	1
HABP4	1
SMR3B	1
ENSG00000250920	1
ZNF576	1
ENSG00000287704	1
LYPD5	1
UBE2V2	1
HSD17B2	1
AASDH	1
CGRRF1	1
CDH16	1
IFT74	1
ENSG00000270866	1
FNTB	1
ENSG00000249901	1
SAMD4B	1
CNGA1	1
IFNL3	1
MTCP1	1
ENSG00000277270	1
ENSG00000227486	1
SAXO1	1
ENSG00000287346	1
ENSG00000249942	1
GLIS3-AS1	1
AP1B1	1
CEP89	1
HMGA2	1
BCL7B	1
TSGA10	1
PANCR	1
ENSG00000268601	1
LINC02300	1
CEACAM5	1
ATP8B3	1
IGFL1	1
LRRC37A5P	1
LGALS7B	1
ENSG00000259087	1
LRRC8E	1
ZNF449	1
TMEM252	1
SLC22A17	1
ENSG00000285742	1
IFNB1	1
ENSG00000290058	1
SEPTIN10	1
ADAM17	1
LTBP4	1
PAFAH1B1	1
SLC25A13	1
MIR124-1HG	1
ENSG00000261288	1
ENSG00000287444	1
ASIP	1
ENSG00000267077	1
EBI3	1
ENSG00000287087	1
ENSG00000261216	1
ENSG00000272092	1
SRD5A3-AS1	1
MIR3142HG	1
ENSG00000275092	1
ENSG00000271752	1
CYP2U1-AS1	1
ENSG00000289320	1
ENSG00000214803	1
ENSG00000286256	1
ENSG00000260545	1
CBY3	1
SAP130	1
NEIL3	1
CACNG6	1
PEX11G	1
SLC4A11	1
ENSG00000290846	1
DPP9	1
POLR2D	1
ENSG00000272825	1
ENSG00000286638	1
RAD54B	1
ENSG00000286546	1
SYN3	1
TGM3	1
DNAJB14	1
SGSM3	1
LHX2-AS1	1
CHP1	1
IFNL1	1
ITPK1	1
ZNF542P	1
SPINT1-AS1	1
NDRG3	1
FOXS1	1
CRABP1	1
MAPK10	1
PRKACB	1
ITGAV	1
SLC37A3	1
HTR2A	1
CDH7	1
SND1	1
CC2D1A	1
BCR	1
QSER1	1
GDAP1	1
THUMPD2	1
SPOCK1	1
CLDN10-AS1	1
RAPGEF2	1
SCN8A	1
PREX2	1
PURA	1
LPIN2	1
SORL1	1
ESYT2	1
PIK3C2A	1
ANKRD28	1
FNDC4	1
MERTK	1
ETV6	1
RBFOX2	1
CBFA2T2	1
ZNF483	1
PLA2G4C	1
PHLDB2	1
ST6GAL2	1
CDC37L1	1
TNNI3K	1
CEP97	1
CCDC39	1
HSD17B4	1
AGAP4	1
PTPN4	1
DCUN1D4	1
FAM171B	1
KCNF1	1
ZNF804A	1
SDCCAG8	1
PHTF1	1
ATP9A	1
ANKIB1	1
DICER1	1
ARHGEF3	1
GDPD1	1
ZMYND8	1
KCNT2	1
CNTNAP4	1
ENSG00000227482	1
LINC01522	1
ENSG00000274220	1
PRTN3	1
ENSG00000225555	1
ATP13A2	1
LY6H	1
ENSG00000229312	1
STAR	1
ECPAS	1
ANKRD11	1
ROCK2	1
KIAA0232	1
GNB1L	1
AASS	1
IGF2BP3	1
DAGLB	1
NECAB1	1
PSG9	1
ENSG00000282012	1
ENSG00000261775	1
RND2	1
ANGPT1	1
ENSG00000285621	1
ARHGAP5-AS1	1
USP15	1
SLC4A4	1
SMO	1
MAD1L1	1
CREG2	1
CHL1	1
N4BP2L2	1
CWC22	1
PPIG	1
RBL2	1
MYO5A	1
ELAVL4	1
PRKAR2B	1
HMGB2	1
STAU2	1
ACVR2A	1
RTN3	1
OVGP1	1
ARHGEF12	1
ATRNL1	1
RGS7BP	1
MYCN	1
PUS7	1
ATAD2	1
FOXN3-AS1	1
MIR219A2HG	1
KIF5C	1
SLC6A10P	1
ENSG00000286177	1
PCAT14	1
PCDHB11	1
ENSG00000289605	1
BAIAP2L2	1
SRPRB	1
PRTFDC1	1
ZNF282	1
CDC6	1
TXNDC9	1
OR10A4	1
LINC01019	1
COX8A	1
ENSG00000264456	1
ENSG00000286610	1
PCDHB7	1
ENSG00000267038	1
UCN2	1
ENSG00000260597	1
ENSG00000253960	1
GPD1L	1
ENSG00000286293	1
TCN1	1
ENSG00000234860	1
LINC02473	1
ENSG00000239462	1
DGAT2	1
ENSG00000257835	1
LINC01603	1
ENSG00000288972	1
EHF	1
WDR41	1
ATP6V0A1	1
SMARCB1	1
ENSG00000223528	1
ENSG00000291195	1
IGSF9B	1
ENSG00000258927	1
ENSG00000289643	1
ENSG00000270061	1
ENSG00000291182	1
ENSG00000253220	1
ZNF485	1
ENSG00000269903	1
LINC00508	1
TENM3-AS1	1
LINC01999	1
ENSG00000248356	1
ANKRD30B	1
ENSG00000255139	1
PINCR	1
ENSG00000260509	1
PNPLA3	1
SLC22A5	1
TRMT10A	1
TBC1D23	1
POU5F2	1
LIF	1
TRIM51G	1
CST2	1
PCDHA7	1
LINC02454	1
NCEH1	1
SMIM36	1
GNB3	1
LCMT2	1
ENSG00000250132	1
ENSG00000253123	1
HEATR5A	1
UBR5-DT	1
ANPEP	1
ENSG00000274414	1
ENSG00000256915	1
CEP68	1
GNB4	1
OR8B2	1
COX10-DT	1
TXK	1
EFNB2	1
PCDHB2	1
UMLILO	1
ENSG00000289845	1
PCDHA6	1
ENSG00000285909	1
MRGPRX4	1
ENSG00000289213	1
ENSG00000285561	1
ENSG00000203520	1
FST	1
ENSG00000254277	1
ENSG00000260003	1
ENSG00000225708	1
BARX1	1
GULP1	1
ENSG00000285517	1
ENSG00000235843	1
ENSG00000251126	1
HS1BP3	1
ZNF888	1
RPP38	1
TULP3	1
MRGPRX3	1
GPRC5B	1
ZNF879	1
ENSG00000281091	1
ENSG00000264044	1
NECTIN1-DT	1
ENSG00000290748	1
ENSG00000253682	1
CARD18	1
SFR1	1
OR10A2	1
ENSG00000267892	1
ENSG00000288814	1
ENSG00000272502	1
ENSG00000256001	1
ENSG00000272977	1
ENSG00000255605	1
ENSG00000269906	1
ARL13B	1
GARIN1B	1
TTC21B	1
GALNT7	1
MNX1-AS1	1
ENSG00000273124	1
ENSG00000214942	1
PCDHGC5	1
CFAP43	1
ENSG00000274248	1
ZBTB7C	1
ENSG00000253111	1
AKT2	1
TMEM143	1
KIF2A	1
RNF24	1
MARCHF6	1
AHSP	1
DDHD2	1
FBRS	1
BAG4	1
RRM2B	1
FKTN-AS1	1
ENSG00000289170	1
CBFA2T3	1
RFC3	1
ENSG00000260635	1
CCM2L	1
CDR2-DT	1
ATP6V0D1-DT	1
TBC1D9B	1
ENSG00000256705	1
CD80	1
ENSG00000286204	1
TIMMDC1-DT	1
ATP6V0D1	1
LINC01324	1
ENSG00000255067	1
ENSG00000270919	1
ENSG00000259483	1
MARCHF5	1
WDR12	1
GOLGA3	1
ENSG00000205452	1
ENSG00000289115	1
ENSG00000283205	1
ENSG00000225230	1
ENSG00000274859	1
ENSG00000286528	1
LINC00200	1
UGDH-AS1	1
ENSG00000257264	1
FAM225B	1
ENSG00000250064	1
ENSG00000234428	1
ENSG00000286599	1
ENSG00000228604	1
ENSG00000285555	1
ENSG00000287389	1
IFITM10	1
PCDHB5	1
SLC9C1	1
KASH5	1
BTNL8	1
PCDHB10	1
IGHV3-47	1
ENSG00000259732	1
ENSG00000272646	1
ENSG00000276261	1
ENSG00000290674	1
CHCT1	1
ENSG00000287454	1
LINC02284	1
HOXB13	1
LINC02725	1
ENSG00000227407	1
ADPRH	1
ENSG00000290939	1
ENSG00000259676	1
HCN2	1
NINJ2	1
GLYATL1	1
LINC02393	1
ENSG00000289587	1
BLOC1S2	1
ENSG00000266642	1
ENSG00000285640	1
TRIML2	1
MAGT1	1
TMEM241	1
SYCE3	1
PARD6B	1
UGT2B15	1
OVOL2	1
ANKRD17	1
RBPJ	1
UGT2B17	1
SLC37A1	1
CDS1	1
ADCY3	1
ENSG00000289983	1
WASF3	1
ATP6V1D	1
ENSG00000272434	1
ENSG00000234160	1
ENSG00000271199	1
B4GAT1	1
LZTFL1	1
ENTPD3	1
ENSG00000258918	1
EIF3C	1
OR10A6	1
FAT1	1
FMR1-AS1	1
ENSG00000276603	1
LINC02556	1
CSAG2	1
ENSG00000272717	1
ENSG00000270522	1
ACTRT1	1
MID2	1
PI4KB	1
MSMO1	1
RASA3	1
TRIM75	1
GAGE13	1
ENSG00000262133	1
ENSG00000256137	1
LINC02958	1
LINC00632	1
RBBP8NL	1
ENSG00000287561	1
CBLN2	1
ENSG00000235189	1
CHAF1A	1
FSCN1	1
CMSS1	1
CYP51A1	1
DSG1-AS1	1
TMEM253	1
ENSG00000289635	1
BRCA1	1
TASOR2	1
SFXN1	1
GPR4	1
ENSG00000268184	1
PSG7	1
ANKS6	1
ENSG00000248787	1
MADCAM1-AS1	1
IGSF23	1
LINC02211	1
USP2-AS1	1
LINC01531	1
HAUS5	1
ENSG00000260541	1
PEBP4	1
CIB3	1
ZNF501	1
PAPPA-AS2	1
ENSG00000248468	1
FOXK2	1
TNPO3	1
LINC01337	1
PANO1	1
GLRA2	1
ENSG00000285583	1
C19orf25	1
ZNF649-AS1	1
ENSG00000285804	1
XRCC6	1
ANO3	1
MYRIP	1
LINC02315	1
IQANK1	1
PCDHGA1	1
CPVL	1
LINC00887	1
HDLBP	1
DIAPH3-AS1	1
SHROOM1	1
KLF4	1
ENSG00000228142	1
ENSG00000272609	1
ENSG00000259645	1
SLIT2-IT1	1
PPP1R36	1
P2RY14	1
ENSG00000204971	1
LINC01629	1
IARS1	1
ENSG00000286258	1
CROT	1
TMEM64	1
GLIS2	1
WDR81	1
ENSG00000287516	1
ECD	1
DDX50	1
RNF19A	1
CFHR1	1
INTS1	1
APCDD1	1
ENSG00000231358	1
SLC25A22	1
LINC00525	1
TRIM73	1
LINC03060	1
MPP7	1
KRTAP1-5	1
CLDN12	1
ENSG00000288565	1
ENSG00000259969	1
ENSG00000287022	1
ENSG00000272157	1
NIPAL3	1
ENSG00000288743	1
CATIP-AS1	1
ENSG00000285704	1
PCOLCE-AS1	1
ENSG00000288982	1
ENSG00000289223	1
ENSG00000273165	1
ENSG00000278546	1
LINC02649	1
ENSG00000225885	1
PIWIL2-DT	1
ENSG00000245651	1
CD58	1
WNT2	1
ENSG00000256897	1
TMEM237	1
ENSG00000251417	1
GJB3	1
ENSG00000258922	1
CMC1	1
ENSG00000268603	1
ENSG00000230526	1
MYG1-AS1	1
EDN2	1
ALOXE3	1
ANKRD34C-AS1	1
NPY4R	1
CLDN8	1
NHS	1
ENSG00000260244	1
LIPG	1
DSCAS	1
