gene	pval	effect	n_pas	qval	sig
ENSG00000023909	0.000999000999000999	0.4181818181818182	31	0.0034784714626611857	True
ENSG00000275183	0.000999000999000999	0.2205953301819224	11	0.0034784714626611857	True
ENSG00000275457	0.000999000999000999	0.2123371442888414	8	0.0034784714626611857	True
ENSG00000022840	0.000999000999000999	0.14482945493897295	17	0.0034784714626611857	False
ENSG00000023041	0.000999000999000999	0.269744798288319	35	0.0034784714626611857	True
ENSG00000276045	0.000999000999000999	0.29362745098039217	5	0.0034784714626611857	True
ENSG00000276216	0.000999000999000999	0.22234801701660495	6	0.0034784714626611857	True
ENSG00000155506	0.000999000999000999	0.30768567927940865	41	0.0034784714626611857	True
ENSG00000155115	0.000999000999000999	0.13682950191570886	19	0.0034784714626611857	False
ENSG00000155189	0.000999000999000999	0.4765488133028387	34	0.0034784714626611857	True
ENSG00000155229	0.000999000999000999	0.2042360060514372	18	0.0034784714626611857	True
ENSG00000156170	0.000999000999000999	0.6561918063314711	40	0.0034784714626611857	True
ENSG00000156239	0.000999000999000999	0.47279767666989353	16	0.0034784714626611857	True
ENSG00000156256	0.000999000999000999	0.18789291462933153	31	0.0034784714626611857	False
ENSG00000023572	0.000999000999000999	0.24664844461798782	28	0.0034784714626611857	True
ENSG00000023318	0.000999000999000999	0.2777151268384753	37	0.0034784714626611857	True
ENSG00000155957	0.000999000999000999	0.14642458100558664	28	0.0034784714626611857	False
ENSG00000155508	0.000999000999000999	0.1991944897165916	15	0.0034784714626611857	False
ENSG00000155657	0.000999000999000999	0.9628482972136223	217	0.0034784714626611857	True
ENSG00000155660	0.000999000999000999	0.37839247020585054	19	0.0034784714626611857	True
ENSG00000155380	0.000999000999000999	0.6339522546419097	36	0.0034784714626611857	True
ENSG00000155438	0.000999000999000999	0.3508593318608504	15	0.0034784714626611857	True
ENSG00000155463	0.000999000999000999	0.13780294642979732	19	0.0034784714626611857	False
ENSG00000273899	0.000999000999000999	0.24831032499280986	8	0.0034784714626611857	True
ENSG00000274020	0.000999000999000999	0.7317919144446576	38	0.0034784714626611857	True
ENSG00000024526	0.000999000999000999	0.5201126307320998	26	0.0034784714626611857	True
ENSG00000025293	0.000999000999000999	0.32925730467241604	57	0.0034784714626611857	True
ENSG00000025708	0.000999000999000999	0.09668874172185427	7	0.0034784714626611857	False
ENSG00000025770	0.000999000999000999	0.12848044604104572	7	0.0034784714626611857	False
ENSG00000025796	0.000999000999000999	0.31882018062517664	36	0.0034784714626611857	True
ENSG00000032219	0.000999000999000999	0.3883473527956457	42	0.0034784714626611857	True
ENSG00000155876	0.000999000999000999	0.05698529411764712	12	0.0034784714626611857	False
ENSG00000027697	0.000999000999000999	0.309075147146051	14	0.0034784714626611857	True
ENSG00000027847	0.000999000999000999	0.562704309063893	15	0.0034784714626611857	True
ENSG00000028116	0.000999000999000999	0.4534276644308215	48	0.0034784714626611857	True
ENSG00000274523	0.000999000999000999	0.1991163131919434	16	0.0034784714626611857	False
ENSG00000274536	0.000999000999000999	0.26305780933062883	7	0.0034784714626611857	True
ENSG00000026025	0.000999000999000999	0.2309967185393804	35	0.0034784714626611857	True
ENSG00000273841	0.000999000999000999	0.11432945499081443	12	0.0034784714626611857	False
ENSG00000162300	0.000999000999000999	0.3096612779060816	4	0.0034784714626611857	True
ENSG00000154719	0.000999000999000999	0.1386821180849264	14	0.0034784714626611857	False
ENSG00000154723	0.000999000999000999	0.06854694183062442	10	0.0034784714626611857	False
ENSG00000154760	0.000999000999000999	0.26825194977670336	10	0.0034784714626611857	True
ENSG00000154767	0.000999000999000999	0.2915412741882091	21	0.0034784714626611857	True
ENSG00000154781	0.000999000999000999	0.22209408105173578	22	0.0034784714626611857	True
ENSG00000154813	0.000999000999000999	0.10111728785383763	12	0.0034784714626611857	False
ENSG00000155849	0.000999000999000999	0.5287459443515878	32	0.0034784714626611857	True
ENSG00000155097	0.000999000999000999	0.36995764119716795	27	0.0034784714626611857	True
ENSG00000162368	0.000999000999000999	0.2384677969083273	32	0.0034784714626611857	True
ENSG00000162384	0.000999000999000999	0.12476166632888659	9	0.0034784714626611857	False
ENSG00000162402	0.000999000999000999	0.28590574045119505	31	0.0034784714626611857	True
ENSG00000154814	0.000999000999000999	0.38085106382978723	41	0.0034784714626611857	True
ENSG00000155008	0.000999000999000999	0.2323920909795813	14	0.0034784714626611857	True
ENSG00000162236	0.000999000999000999	0.3379779790169266	20	0.0034784714626611857	True
ENSG00000162244	0.000999000999000999	0.0027132105151424757	8	0.0034784714626611857	False
ENSG00000031823	0.000999000999000999	0.15278198186078318	9	0.0034784714626611857	False
ENSG00000029725	0.000999000999000999	0.4069117647058823	51	0.0034784714626611857	True
ENSG00000030066	0.000999000999000999	0.41936897458369843	31	0.0034784714626611857	True
ENSG00000273175	0.000999000999000999	0.21231043710972344	13	0.0034784714626611857	True
ENSG00000028310	0.000999000999000999	0.6402116402116403	15	0.0034784714626611857	True
ENSG00000028528	0.000999000999000999	0.3304252042369	18	0.0034784714626611857	True
ENSG00000029363	0.000999000999000999	0.2837549782263421	39	0.0034784714626611857	True
ENSG00000029364	0.000999000999000999	0.2926436781609196	32	0.0034784714626611857	True
ENSG00000154305	0.000999000999000999	0.3615455044863578	68	0.0034784714626611857	True
ENSG00000162434	0.000999000999000999	0.2969780669928138	37	0.0034784714626611857	True
ENSG00000162441	0.000999000999000999	0.2539598683031292	30	0.0034784714626611857	True
ENSG00000155090	0.000999000999000999	0.20770554383728423	12	0.0034784714626611857	True
ENSG00000155096	0.000999000999000999	0.18192410534230274	33	0.0034784714626611857	False
ENSG00000033170	0.000999000999000999	0.2982897384305835	30	0.0034784714626611857	True
ENSG00000273611	0.000999000999000999	0.2453052694432005	18	0.0034784714626611857	True
ENSG00000031698	0.000999000999000999	0.2015112278270173	29	0.0034784714626611857	True
ENSG00000162614	0.000999000999000999	0.6546292031321972	48	0.0034784714626611857	True
ENSG00000154310	0.000999000999000999	0.43658135471271453	32	0.0034784714626611857	True
ENSG00000154473	0.000999000999000999	0.3065631340328736	32	0.0034784714626611857	True
ENSG00000154518	0.000999000999000999	0.018460315033759608	14	0.0034784714626611857	False
ENSG00000154582	0.000999000999000999	0.1505654709280651	22	0.0034784714626611857	False
ENSG00000162511	0.000999000999000999	0.20730216075484617	16	0.0034784714626611857	True
ENSG00000154124	0.000999000999000999	0.5944527736131934	31	0.0034784714626611857	True
ENSG00000154144	0.000999000999000999	0.2781699346405228	19	0.0034784714626611857	True
ENSG00000032389	0.000999000999000999	0.3859324078455418	16	0.0034784714626611857	True
ENSG00000154640	0.000999000999000999	0.3509158025542224	17	0.0034784714626611857	True
ENSG00000154710	0.000999000999000999	0.6394306800210858	38	0.0034784714626611857	True
ENSG00000162521	0.000999000999000999	0.30812255054278676	51	0.0034784714626611857	True
ENSG00000162585	0.000999000999000999	0.047509484221075725	23	0.0034784714626611857	False
ENSG00000162599	0.000999000999000999	0.5149572649572649	39	0.0034784714626611857	True
ENSG00000162604	0.000999000999000999	0.14711779448621554	14	0.0034784714626611857	False
ENSG00000162613	0.000999000999000999	0.38268447423835755	40	0.0034784714626611857	True
ENSG00000272888	0.000999000999000999	0.19158559713744877	43	0.0034784714626611857	False
ENSG00000273015	0.000999000999000999	0.28013897866839044	20	0.0034784714626611857	True
ENSG00000036054	0.000999000999000999	0.381175972927242	23	0.0034784714626611857	True
ENSG00000035403	0.000999000999000999	0.3922984356197352	49	0.0034784714626611857	True
ENSG00000035687	0.000999000999000999	0.29178470254957506	32	0.0034784714626611857	True
ENSG00000272686	0.000999000999000999	0.3817378314452882	13	0.0034784714626611857	True
ENSG00000033800	0.000999000999000999	0.23947882232403492	52	0.0034784714626611857	True
ENSG00000034677	0.000999000999000999	0.27452002136729753	37	0.0034784714626611857	True
ENSG00000153827	0.000999000999000999	0.4064852223474796	36	0.0034784714626611857	True
ENSG00000153879	0.000999000999000999	0.31486619805154764	23	0.0034784714626611857	True
ENSG00000153914	0.000999000999000999	0.26277531835820084	38	0.0034784714626611857	True
ENSG00000162616	0.000999000999000999	0.46094053633890403	39	0.0034784714626611857	True
ENSG00000162642	0.000999000999000999	0.37525938735177866	18	0.0034784714626611857	True
ENSG00000162645	0.000999000999000999	0.22435874482281185	23	0.0034784714626611857	True
ENSG00000038219	0.000999000999000999	0.28124125100472336	47	0.0034784714626611857	True
ENSG00000038274	0.000999000999000999	0.21147371147371144	22	0.0034784714626611857	True
ENSG00000153922	0.000999000999000999	0.32824500768049164	45	0.0034784714626611857	True
ENSG00000153936	0.000999000999000999	0.4773238764236513	53	0.0034784714626611857	True
