gse	n_reads	n_distinct_chains	n_molecules
GSE307660	297	61	1
GSE307660	334	31	1
GSE307660	342	46	1
GSE307660	456	45	1
GSE307660	819	113	1
GSE307660	844	46	1
GSE307660	1345	43	1
GSE307660	1589	38	1
GSE307660	1705	190	1
GSE307660	1779	24	1
GSE307660	1925	72	1
GSE307660	3059	81	1
GSE307660	3614	145	1
GSE307660	3709	76	1
GSE307660	4231	104	1
GSE307660	5460	89	1
GSE307660	5631	95	1
GSE307660	6909	80	1
GSE307660	10172	244	1
GSE307660	16236	183	1
GSE307660	21201	109	1
GSE307660	32126	275	1
GSE307660	33	13	1
GSE307660	35	12	1
GSE307660	35	15	1
GSE307660	36	17	1
GSE307660	37	13	2
GSE307660	39	14	1
GSE307660	42	12	1
GSE307660	44	14	1
GSE307660	46	16	1
GSE307660	49	13	1
GSE307660	59	13	1
GSE307660	72	18	1
GSE307660	75	16	1
GSE307660	84	21	1
GSE307660	107	16	1
GSE307660	140	63	1
GSE307660	152	31	1
GSE307660	1788	122	1
GSE276974	1	1	73006938
GSE276974	2	1	41739593
GSE276974	2	2	2847660
GSE276974	3	1	30513718
GSE276974	3	2	2915692
GSE276974	3	3	113485
GSE276974	4	1	20639183
GSE276974	4	2	2460817
GSE276974	4	3	105776
GSE276974	4	4	20301
GSE276974	5	1	13095014
GSE276974	5	2	1850476
GSE276974	5	3	87706
GSE276974	5	4	19102
GSE276974	5	5	4835
GSE276974	6	1	7772562
GSE276974	6	2	1253485
GSE276974	6	3	63924
GSE276974	6	4	14602
GSE276974	6	5	4683
GSE276974	6	6	1087
GSE276974	7	1	4347386
GSE276974	7	2	784779
GSE276974	7	3	43350
GSE276974	7	4	10196
GSE276974	7	5	3607
GSE276974	7	6	1281
GSE276974	7	7	273
GSE276974	8	1	2334685
GSE276974	8	2	465080
GSE276974	8	3	28332
GSE276974	8	4	6786
GSE276974	8	5	2661
GSE276974	8	6	1055
GSE276974	8	7	330
GSE276974	8	8	62
GSE276974	9	1	1209309
GSE276974	9	2	262422
GSE276974	9	3	17479
GSE276974	9	4	4364
GSE276974	9	5	1736
GSE276974	9	6	714
GSE276974	9	7	305
GSE276974	9	8	95
GSE276974	9	9	20
GSE276974	10	1	613072
GSE276974	10	2	145071
GSE276974	10	3	10559
GSE276974	10	4	2783
GSE276974	10	5	1141
GSE276974	10	6	485
GSE276974	10	7	236
GSE276974	10	8	75
GSE276974	10	9	27
GSE276974	10	10	6
GSE276974	11	1	311816
GSE276974	11	2	79159
GSE276974	11	3	6489
GSE276974	11	4	1826
GSE276974	11	5	794
GSE276974	11	6	362
GSE276974	11	7	156
GSE276974	11	8	88
GSE276974	11	9	26
GSE276974	11	10	5
GSE276974	11	11	2
GSE276974	12	1	159694
GSE276974	12	2	43352
GSE276974	12	3	3851
GSE276974	12	4	1207
GSE276974	12	5	542
GSE276974	12	6	252
GSE276974	12	7	104
GSE276974	12	8	52
GSE276974	12	9	22
GSE276974	12	10	6
GSE276974	13	1	83967
GSE276974	13	2	24325
GSE276974	13	3	2438
GSE276974	13	4	830
GSE276974	13	5	401
GSE276974	13	6	173
GSE276974	13	7	91
GSE276974	13	8	37
GSE276974	13	9	25
GSE276974	13	10	9
GSE276974	13	11	6
GSE276974	14	1	45334
GSE276974	14	2	13465
GSE276974	14	3	1559
GSE276974	14	4	542
GSE276974	14	5	299
GSE276974	14	6	127
GSE276974	14	7	66
GSE276974	14	8	25
GSE276974	14	9	15
GSE276974	14	10	10
GSE276974	14	11	2
GSE276974	14	13	1
GSE276974	15	1	24278
GSE276974	15	2	7766
GSE276974	15	3	1008
GSE276974	15	4	427
GSE276974	15	5	221
GSE276974	15	6	99
GSE276974	15	7	66
GSE276974	15	8	35
GSE276974	15	9	15
GSE276974	15	10	9
GSE276974	15	11	7
GSE276974	15	13	1
GSE276974	16	1	13365
GSE276974	16	2	4337
GSE276974	16	3	627
GSE276974	16	4	363
GSE276974	16	5	162
GSE276974	16	6	88
GSE276974	16	7	41
GSE276974	16	8	21
GSE276974	16	9	10
GSE276974	16	10	4
GSE276974	16	11	4
GSE276974	17	1	7370
GSE276974	17	2	2448
GSE276974	17	3	406
GSE276974	17	4	231
GSE276974	17	5	144
GSE276974	17	6	82
GSE276974	17	7	43
GSE276974	17	8	19
GSE276974	17	9	17
GSE276974	17	10	11
GSE276974	17	11	6
GSE276974	17	12	4
GSE276974	18	1	3926
GSE276974	18	2	1447
GSE276974	18	3	302
GSE276974	18	4	182
GSE276974	18	5	120
GSE276974	18	6	52
GSE276974	18	7	21
GSE276974	18	8	14
GSE276974	18	10	6
GSE276974	18	11	3
GSE276974	18	12	5
GSE276974	18	13	2
GSE276974	19	1	2166
GSE276974	19	2	801
GSE276974	19	3	226
GSE276974	19	4	141
GSE276974	19	5	100
GSE276974	19	6	53
GSE276974	19	7	21
GSE276974	19	8	13
GSE276974	19	9	8
GSE276974	19	10	5
GSE276974	19	11	2
GSE276974	19	12	2
GSE276974	20	1	1219
GSE276974	20	2	477
GSE276974	20	3	150
GSE276974	20	4	95
GSE276974	20	5	66
GSE276974	20	6	40
GSE276974	20	7	30
GSE276974	20	8	12
GSE276974	20	9	6
GSE276974	20	10	1
GSE276974	20	11	4
GSE276974	21	1	655
GSE276974	21	2	337
GSE276974	21	3	135
GSE276974	21	4	77
GSE276974	21	5	77
GSE276974	21	6	24
GSE276974	21	7	21
GSE276974	21	8	10
GSE276974	21	9	2
GSE276974	21	10	5
GSE276974	21	12	3
GSE276974	21	13	3
GSE276974	22	1	389
GSE276974	22	2	192
GSE276974	22	3	79
GSE276974	22	4	71
GSE276974	22	5	61
GSE276974	22	6	26
GSE276974	22	7	22
GSE276974	22	9	5
GSE276974	22	11	3
GSE276974	22	12	2
GSE276974	22	13	1
GSE276974	22	15	1
GSE276974	23	1	214
GSE276974	23	2	124
GSE276974	23	3	78
GSE276974	23	4	57
GSE276974	23	5	54
GSE276974	23	6	24
GSE276974	23	7	22
GSE276974	23	8	8
GSE276974	23	10	3
GSE276974	23	11	2
GSE276974	24	1	152
GSE276974	24	2	91
GSE276974	24	3	59
GSE276974	24	4	58
GSE276974	24	5	31
GSE276974	24	6	25
GSE276974	24	7	5
GSE276974	24	8	11
GSE276974	24	9	4
GSE276974	24	10	6
GSE276974	24	12	2
GSE276974	24	13	3
GSE276974	25	1	112
GSE276974	25	2	58
GSE276974	25	3	38
GSE276974	25	4	41
GSE276974	25	5	30
GSE276974	25	6	24
GSE276974	25	7	16
GSE276974	25	8	7
GSE276974	25	12	4
GSE276974	26	1	63
GSE276974	26	2	49
GSE276974	26	3	49
GSE276974	26	4	32
GSE276974	26	5	35
GSE276974	26	6	16
GSE276974	26	7	9
GSE276974	26	11	3
GSE276974	26	13	1
GSE276974	26	14	1
GSE276974	27	1	49
GSE276974	27	2	42
GSE276974	27	3	31
GSE276974	27	4	34
GSE276974	27	5	16
GSE276974	27	6	17
GSE276974	27	7	15
GSE276974	27	10	2
GSE276974	27	16	2
GSE276974	28	1	47
GSE276974	28	2	32
GSE276974	28	3	27
GSE276974	28	4	25
GSE276974	28	5	26
GSE276974	28	6	9
GSE276974	28	7	11
GSE276974	28	8	8
GSE276974	28	9	4
GSE276974	29	1	46
GSE276974	29	2	26
GSE276974	29	3	19
GSE276974	29	4	21
GSE276974	29	5	15
GSE276974	29	6	10
GSE276974	29	7	11
GSE276974	29	8	5
GSE276974	29	9	3
GSE276974	29	12	2
GSE276974	29	13	2
GSE276974	29	15	1
GSE276974	29	18	1
GSE276974	30	1	24
GSE276974	30	2	29
GSE276974	30	3	9
GSE276974	30	4	19
GSE276974	30	5	21
GSE276974	30	6	11
GSE276974	30	7	9
GSE276974	30	8	4
GSE276974	30	11	3
GSE276974	31	1	26
GSE276974	31	2	17
GSE276974	31	3	12
GSE276974	31	4	13
GSE276974	31	5	13
GSE276974	31	6	6
GSE276974	31	7	8
GSE276974	31	8	3
GSE276974	32	1	13
GSE276974	32	2	13
GSE276974	32	3	12
GSE276974	32	4	9
GSE276974	32	5	9
GSE276974	32	6	9
GSE276974	32	7	6
GSE276974	33	2	14
GSE276974	33	4	15
GSE276974	33	5	10
GSE276974	33	6	9
GSE276974	33	7	3
GSE276974	33	12	1
GSE276974	34	2	16
GSE276974	34	3	7
GSE276974	34	4	11
GSE276974	34	5	6
GSE276974	34	6	9
GSE276974	34	7	3
GSE276974	34	13	1
GSE276974	35	2	13
GSE276974	35	3	8
GSE276974	35	4	7
GSE276974	35	5	10
GSE276974	35	6	6
GSE276974	35	7	5
GSE276974	35	17	1
GSE276974	36	1	6
GSE276974	36	2	12
GSE276974	36	3	10
GSE276974	36	4	10
GSE276974	36	5	9
GSE276974	36	6	2
GSE276974	36	7	5
GSE276974	36	11	2
GSE276974	37	2	8
GSE276974	37	3	4
GSE276974	37	4	8
GSE276974	37	5	7
GSE276974	37	6	3
GSE276974	37	7	4
GSE276974	37	8	2
GSE276974	37	12	1
GSE276974	38	2	9
GSE276974	38	3	4
GSE276974	38	4	3
GSE276974	38	5	3
GSE276974	38	7	5
GSE276974	38	9	1
GSE276974	39	2	5
GSE276974	39	3	1
GSE276974	39	4	3
GSE276974	39	5	1
GSE276974	39	6	6
GSE276974	39	7	4
GSE276974	39	8	1
GSE276974	40	2	7
GSE276974	40	4	3
GSE276974	40	5	5
GSE276974	40	6	2
GSE276974	40	10	1
GSE276974	40	11	1
GSE276974	40	15	1
GSE276974	41	2	4
GSE276974	41	3	3
GSE276974	41	4	2
GSE276974	41	7	2
GSE276974	41	13	1
GSE276974	41	14	3
GSE276974	42	1	4
GSE276974	42	2	4
GSE276974	42	4	4
GSE276974	42	5	2
GSE276974	42	6	4
GSE276974	42	9	1
GSE276974	43	2	6
GSE276974	43	3	1
GSE276974	43	5	6
GSE276974	43	8	1
GSE276974	44	2	3
GSE276974	44	3	3
GSE276974	44	5	3
GSE276974	44	7	2
GSE276974	44	8	5
GSE276974	44	9	2
GSE276974	45	2	8
GSE276974	45	6	1
GSE276974	45	7	1
GSE276974	45	11	1
GSE276974	46	4	4
GSE276974	46	5	2
GSE276974	46	6	1
GSE276974	46	11	1
GSE276974	47	3	1
GSE276974	47	6	2
GSE276974	47	8	1
GSE276974	47	20	1
GSE276974	48	3	3
GSE276974	48	7	1
GSE276974	49	4	1
GSE276974	49	8	2
GSE276974	49	9	2
GSE276974	49	12	1
GSE276974	50	5	1
GSE276974	50	6	1
GSE276974	50	8	1
GSE276974	51	3	3
GSE276974	51	7	3
GSE276974	51	9	1
GSE276974	52	6	2
GSE276974	52	7	1
GSE276974	53	3	1
GSE276974	53	6	1
GSE276974	53	15	1
GSE276974	53	16	1
GSE276974	54	4	3
GSE276974	54	5	1
GSE276974	54	7	1
GSE276974	55	3	2
GSE276974	55	4	2
GSE276974	55	5	1
GSE276974	56	5	1
GSE276974	56	23	1
GSE276974	59	5	1
GSE276974	60	7	2
GSE276974	61	5	1
GSE276974	61	6	1
GSE276974	61	8	1
GSE276974	61	10	1
GSE276974	62	5	2
GSE276974	62	8	1
GSE276974	63	5	1
GSE276974	63	6	2
GSE276974	63	7	2
GSE276974	63	8	2
GSE276974	63	11	1
GSE276974	63	21	1
GSE276974	68	6	1
GSE276974	69	4	2
GSE276974	73	5	1
GSE276974	75	10	1
GSE276974	76	12	1
GSE276974	77	26	1
GSE276974	78	5	1
GSE276974	80	14	1
GSE276974	82	6	1
GSE276974	83	6	2
GSE276974	86	15	1
GSE276974	87	9	1
GSE276974	91	19	1
GSE276974	94	7	1
GSE276974	95	5	1
GSE276974	96	13	1
GSE276974	101	14	1
GSE276974	104	21	1
GSE276974	105	15	1
GSE276974	112	38	1
GSE276974	129	11	1
GSE276974	134	12	1
GSE276974	139	14	1
GSE276974	148	7	1
GSE276974	194	33	1
GSE276974	254	42	1
GSE276974	267	18	1
GSE276974	324	34	1
GSE276974	328	30	1
GSE276974	359	30	1
GSE276974	363	28	1
GSE276974	412	19	1
GSE276974	438	46	1
GSE276974	506	33	1
GSE276974	572	88	1
GSE276974	814	23	1
GSE276974	845	34	1
GSE276974	953	35	1
GSE276974	1285	67	1
GSE276974	1867	73	1
GSE276974	3144	56	1
GSE276974	4270	104	1
GSE276974	4618	87	1
GSE276974	4885	100	1
GSE276974	5111	75	1
GSE276974	18	9	5
GSE276974	20	14	1
GSE276974	21	11	1
GSE276974	22	8	4
GSE276974	22	10	2
GSE276974	23	9	3
GSE276974	23	12	2
GSE276974	23	14	1
GSE276974	24	11	1
GSE276974	25	11	2
GSE276974	26	8	3
GSE276974	26	9	2
GSE276974	26	10	4
GSE276974	26	12	2
GSE276974	27	8	4
GSE276974	27	9	1
GSE276974	27	11	2
GSE276974	27	12	2
GSE276974	27	15	1
GSE276974	29	11	1
GSE276974	30	9	1
GSE276974	30	10	2
GSE276974	30	12	1
GSE276974	31	9	3
GSE276974	31	10	1
GSE276974	31	11	1
GSE276974	31	13	2
GSE276974	32	8	2
GSE276974	32	10	4
GSE276974	32	12	1
GSE276974	33	3	3
GSE276974	33	8	2
GSE276974	33	20	1
GSE276974	34	8	1
GSE276974	34	10	1
GSE276974	34	11	1
GSE276974	34	12	1
GSE276974	35	9	2
GSE276974	35	10	1
GSE276974	35	15	1
GSE276974	35	26	1
GSE276974	36	8	2
GSE276974	36	12	2
GSE276974	37	13	1
GSE276974	38	6	4
GSE276974	38	8	1
GSE276974	38	10	2
GSE276974	38	11	1
GSE276974	38	15	1
GSE276974	39	10	1
GSE276974	39	11	1
GSE276974	39	12	1
GSE276974	40	7	1
GSE276974	40	9	1
GSE276974	41	1	4
GSE276974	41	5	1
GSE276974	41	12	1
GSE276974	42	3	3
GSE276974	42	11	1
GSE276974	42	12	1
GSE276974	42	15	1
GSE276974	42	17	1
GSE276974	43	6	2
GSE276974	43	9	1
GSE276974	43	11	1
GSE276974	44	4	2
GSE276974	44	6	1
GSE276974	44	11	1
GSE276974	44	13	1
GSE276974	45	4	1
GSE276974	45	8	1
GSE276974	46	10	1
GSE276974	46	12	1
GSE276974	47	5	1
GSE276974	47	7	1
GSE276974	47	9	2
GSE276974	47	12	1
GSE276974	48	4	2
GSE276974	48	5	1
GSE276974	48	9	1
GSE276974	48	10	2
GSE276974	49	10	1
GSE276974	49	14	1
GSE276974	50	4	1
GSE276974	51	5	1
GSE276974	51	6	1
GSE276974	51	13	1
GSE276974	52	4	2
GSE276974	53	9	1
GSE276974	53	10	1
GSE276974	54	9	1
GSE276974	54	17	1
GSE276974	55	6	2
GSE276974	55	7	1
GSE276974	55	11	2
GSE276974	55	12	1
GSE276974	56	8	1
GSE276974	56	9	1
GSE276974	56	10	1
GSE276974	56	32	1
GSE276974	57	12	1
GSE276974	59	6	1
GSE276974	59	9	2
GSE276974	60	4	3
GSE276974	60	9	1
GSE276974	61	2	2
GSE276974	62	31	1
GSE276974	63	12	1
GSE276974	64	4	1
GSE276974	65	2	1
GSE276974	66	6	1
GSE276974	66	30	1
GSE276974	67	8	1
GSE276974	67	9	1
GSE276974	67	18	1
GSE276974	68	30	1
GSE276974	70	11	1
GSE276974	71	11	1
GSE276974	72	10	1
GSE276974	72	13	1
GSE276974	73	9	1
GSE276974	74	39	1
GSE276974	76	7	1
GSE276974	77	17	1
GSE276974	77	20	1
GSE276974	79	8	1
GSE276974	79	13	1
GSE276974	84	5	1
GSE276974	86	11	1
GSE276974	93	33	1
GSE276974	94	22	1
GSE276974	101	20	1
GSE276974	102	26	1
GSE276974	104	14	1
GSE276974	105	11	1
GSE276974	108	21	1
GSE276974	109	9	1
GSE276974	115	33	1
GSE276974	116	11	1
GSE276974	125	5	1
GSE276974	125	39	1
GSE276974	130	12	1
GSE276974	132	12	1
GSE276974	136	4	1
GSE276974	137	18	1
GSE276974	139	24	1
GSE276974	141	23	1
GSE276974	144	6	1
GSE276974	146	16	1
GSE276974	167	20	1
GSE276974	168	16	1
GSE276974	175	15	1
GSE276974	179	23	1
GSE276974	196	20	1
GSE276974	197	21	1
GSE276974	226	19	1
GSE276974	227	29	1
GSE276974	238	26	1
GSE276974	245	10	1
GSE276974	247	10	1
GSE276974	257	85	1
GSE276974	282	28	1
GSE276974	329	21	1
GSE276974	351	15	1
GSE276974	352	27	1
GSE276974	368	25	1
GSE276974	376	28	1
GSE276974	387	41	1
GSE276974	419	20	1
GSE276974	423	21	1
GSE276974	622	59	1
GSE276974	638	30	1
GSE276974	654	15	1
GSE276974	673	96	1
GSE276974	696	102	1
GSE276974	790	42	1
GSE276974	873	37	1
GSE276974	955	105	1
GSE276974	1040	98	1
GSE276974	1062	44	1
GSE276974	1282	113	1
GSE276974	1422	65	1
GSE276974	1485	52	1
GSE276974	1560	65	1
GSE276974	1591	61	1
GSE276974	1825	93	1
GSE276974	3179	73	1
GSE276974	3460	37	1
GSE276974	3462	110	1
GSE276974	3898	150	1
GSE276974	4941	137	1
GSE276974	5478	129	1
GSE276974	5802	218	1
GSE276974	7473	88	1
GSE276974	14348	221	1
GSE276974	33	1	19
GSE276974	35	1	13
GSE276974	44	1	4
GSE276974	49	3	3
GSE276974	50	2	5
GSE276974	52	2	2
GSE276974	60	2	3
GSE276974	63	2	2
GSE276974	65	1	1
GSE276974	69	3	1
GSE276974	78	1	1
GSE276974	78	2	2
GSE276974	84	2	2
GSE276974	88	3	1
GSE276974	117	2	2
GSE276974	130	2	1
GSE276974	200	4	1
GSE276974	17	13	1
GSE276974	34	1	10
GSE276974	37	1	8
GSE276974	38	1	9
GSE276974	39	1	6
GSE276974	40	1	5
GSE276974	43	1	6
GSE276974	43	4	1
GSE276974	45	3	1
GSE276974	46	1	2
GSE276974	46	3	1
GSE276974	47	1	3
GSE276974	47	2	4
GSE276974	48	1	3
GSE276974	49	2	2
GSE276974	50	1	3
GSE276974	53	2	3
GSE276974	55	2	1
GSE276974	56	2	2
GSE276974	57	2	1
GSE276974	58	2	3
GSE276974	60	3	2
GSE276974	61	3	1
GSE276974	61	21	1
GSE276974	62	1	2
GSE276974	62	2	2
GSE276974	62	9	1
GSE276974	63	1	1
GSE276974	64	2	1
GSE276974	66	2	2
GSE276974	67	1	1
GSE276974	67	2	3
GSE276974	68	2	2
GSE276974	70	4	1
GSE276974	70	7	1
GSE276974	71	3	2
GSE276974	72	1	1
GSE276974	73	3	1
GSE276974	74	2	1
GSE276974	74	9	1
GSE276974	77	2	1
GSE276974	77	3	1
GSE276974	79	3	1
GSE276974	82	2	1
GSE276974	84	3	1
GSE276974	85	2	2
GSE276974	86	2	1
GSE276974	86	5	1
GSE276974	89	4	1
GSE276974	91	3	1
GSE276974	95	2	1
GSE276974	99	2	1
GSE276974	103	3	2
GSE276974	104	6	1
GSE276974	105	2	2
GSE276974	108	3	1
GSE276974	115	21	1
GSE276974	121	3	2
GSE276974	136	2	1
GSE276974	136	25	1
GSE276974	149	2	1
GSE276974	152	3	1
GSE276974	163	12	1
GSE276974	174	3	1
GSE276974	176	3	1
GSE276974	199	4	1
GSE276974	216	4	1
GSE276974	234	2	1
GSE276974	269	3	1
GSE276974	305	20	1
GSE276974	384	3	1
GSE276974	414	5	1
GSE276974	525	4	1
GSE276974	761	32	1
GSE276974	816	2	1
GSE276974	886	6	1
GSE276974	46	2	1
GSE276974	52	3	1
GSE276974	53	1	2
GSE276974	57	3	1
GSE276974	58	3	2
GSE276974	68	1	1
GSE276974	69	1	1
GSE276974	70	2	1
GSE276974	78	3	1
GSE276974	80	1	1
GSE276974	81	3	1
GSE276974	85	4	1
GSE276974	89	2	2
GSE276974	112	2	1
GSE276974	137	2	1
GSE276974	147	3	1
GSE276974	147	8	1
GSE276974	173	2	1
GSE276974	180	11	1
GSE276974	189	3	1
GSE276974	233	4	1
GSE276974	241	14	1
GSE276974	256	1	1
GSE276974	335	3	1
GSE276974	501	6	1
GSE276974	51	1	1
GSE276974	71	2	1
GSE276974	75	1	1
GSE276974	85	3	1
GSE276974	94	3	1
GSE276974	95	3	1
GSE276974	102	1	1
GSE276974	142	2	1
GSE276974	148	4	1
GSE276974	155	2	1
GSE276974	158	2	1
GSE276974	205	7	1
GSE276974	210	3	1
GSE276974	213	3	1
GSE276974	328	5	1
GSE276974	452	4	1
GSE276974	19	13	1
GSE276974	42	8	1
GSE276974	48	2	1
GSE276974	54	2	1
GSE276974	57	1	1
GSE276974	64	1	1
GSE276974	67	4	1
GSE276974	73	6	1
GSE276974	83	1	1
GSE276974	86	1	1
GSE276974	90	4	1
GSE276974	96	5	1
GSE276974	110	4	1
GSE276974	118	1	1
GSE276974	131	2	1
GSE276974	148	3	1
GSE276974	150	3	1
GSE276974	155	37	1
GSE276974	199	3	1
GSE276974	218	3	1
GSE276974	231	3	1
GSE276974	309	3	1
GSE276974	377	40	1
GSE276974	544	6	1
GSE276974	637	6	1
GSE276974	49	1	1
GSE276974	51	2	1
GSE276974	54	1	1
GSE276974	79	1	1
GSE276974	80	2	1
GSE276974	88	2	1
GSE276974	109	2	1
GSE276974	127	2	1
GSE276974	128	3	1
GSE276974	145	2	1
GSE276974	380	4	1
GSE276974	406	6	1
GSE276974	425	4	1
GSE288222	1	1	23710751
GSE288222	2	1	7078107
GSE288222	2	2	369344
GSE288222	3	1	2381182
GSE288222	3	2	170024
GSE288222	3	3	15390
GSE288222	4	1	813031
GSE288222	4	2	72527
GSE288222	4	3	7424
GSE288222	4	4	1883
GSE288222	5	1	286748
GSE288222	5	2	31122
GSE288222	5	3	3566
GSE288222	5	4	991
GSE288222	5	5	326
GSE288222	6	1	102014
GSE288222	6	2	12971
GSE288222	6	3	1636
GSE288222	6	4	469
GSE288222	7	1	36515
GSE288222	7	2	5365
GSE288222	7	3	702
GSE288222	7	5	104
GSE288222	8	1	13272
GSE288222	8	2	2298
GSE288222	8	6	26
GSE288222	9	1	4812
GSE288222	9	2	932
GSE288222	10	1	1903
GSE288222	10	4	23
GSE288222	10	10	1
GSE288222	11	5	8
GSE288222	12	2	66
GSE288222	15	6	1
GSE288222	18	10	1
GSE288222	22	9	1
GSE288222	38	3	1
GSE288222	6	5	181
GSE288222	6	6	66
GSE288222	7	4	225
GSE288222	7	6	42
GSE288222	7	7	25
GSE288222	10	5	17
GSE288222	11	10	3
GSE288222	16	15	4
GSE288222	31	28	1
GSE288222	8	3	325
GSE288222	8	4	121
GSE288222	8	5	39
GSE288222	8	7	4
GSE288222	8	8	4
GSE288222	9	3	148
GSE288222	9	4	55
GSE288222	9	5	18
GSE288222	9	6	11
GSE288222	9	8	7
GSE288222	10	2	434
GSE288222	10	3	74
GSE288222	10	7	5
GSE288222	10	8	1
GSE288222	10	9	2
GSE288222	11	1	742
GSE288222	11	2	178
GSE288222	11	3	32
GSE288222	11	4	14
GSE288222	11	9	3
GSE288222	12	1	329
GSE288222	12	3	18
GSE288222	12	4	10
GSE288222	12	5	6
GSE288222	13	1	127
GSE288222	13	2	40
GSE288222	13	3	6
GSE288222	13	13	2
GSE288222	14	1	43
GSE288222	14	2	14
GSE288222	14	3	6
GSE288222	14	11	1
GSE288222	15	1	30
GSE288222	15	2	12
GSE288222	15	3	3
GSE288222	15	9	1
GSE288222	16	1	7
GSE288222	17	2	3
GSE288222	19	15	1
GSE288222	21	2	1
GSE288222	22	15	1
GSE288222	22	18	1
GSE288222	23	12	1
GSE288222	27	22	1
GSE288222	41	32	1
GSE288222	46	36	1
GSE288222	60	2	1
GSE288222	9	9	2
GSE288222	12	7	2
GSE288222	12	11	1
GSE288222	14	12	1
GSE288222	20	1	1
GSE288222	22	19	1
GSE288222	23	19	1
GSE288222	17	1	5
GSE288222	18	17	1
GSE288222	34	1	1
GSE288222	10	6	4
GSE288222	15	11	1
GSE288222	15	13	1
GSE288222	22	10	1
GSE288222	32	12	1
GSE288222	28	1	1
GSE288222	11	6	5
GSE288222	11	7	3
GSE288222	9	7	5
GSE288222	14	14	1
GSE288222	15	12	1
GSE288222	19	17	1
GSE288222	33	25	1
GSE288222	34	28	1
GSE288222	125	99	1
GSE288222	11	11	1
GSE288222	12	8	1
GSE288222	12	10	1
GSE288222	13	4	4
GSE288222	13	5	4
GSE288222	13	6	1
GSE288222	14	4	1
GSE288222	14	8	1
GSE288222	14	9	1
GSE288222	15	4	1
GSE288222	15	5	3
GSE288222	16	2	3
GSE288222	17	3	3
GSE288222	17	6	1
GSE288222	17	9	1
GSE288222	18	4	3
GSE288222	19	1	1
GSE288222	20	9	1
GSE288222	21	3	1
GSE288222	31	4	1
GSE288222	41	7	1
GSE288222	42	6	1
GSE178175	1	1	11073556
GSE178175	2	1	2400922
GSE178175	2	2	243975
GSE178175	3	1	862161
GSE178175	3	2	120714
GSE178175	3	3	12706
GSE178175	4	1	341201
GSE178175	4	2	60266
GSE178175	4	3	6482
GSE178175	4	4	2081
GSE178175	5	1	150240
GSE178175	5	2	31482
GSE178175	5	3	3603
GSE178175	5	4	973
GSE178175	5	5	613
GSE178175	6	1	69407
GSE178175	6	2	16512
GSE178175	6	3	2080
GSE178175	6	4	552
GSE178175	6	5	296
GSE178175	6	6	228
GSE178175	7	1	33281
GSE178175	7	2	8892
GSE178175	7	3	1175
GSE178175	7	4	289
GSE178175	7	5	155
GSE178175	7	6	97
GSE178175	8	1	15989
GSE178175	8	2	4651
GSE178175	8	3	709
GSE178175	8	5	78
GSE178175	8	6	51
GSE178175	9	1	7909
GSE178175	9	2	2410
GSE178175	9	3	380
GSE178175	10	1	3849
GSE178175	10	2	1289
GSE178175	10	3	209
GSE178175	10	9	11
GSE178175	11	2	674
GSE178175	11	6	13
GSE178175	12	1	945
GSE178175	12	3	66
GSE178175	12	5	8
GSE178175	16	1	108
GSE178175	16	3	9
GSE178175	17	1	62
GSE178175	18	1	30
GSE178175	19	1	18
GSE178175	22	1	6
GSE178175	24	1	3
GSE178175	24	2	2
GSE178175	26	1	2
GSE178175	29	1	3
GSE178175	33	2	1
GSE178175	34	1	2
GSE178175	78	1	1
GSE178175	97	4	1
GSE178175	117	22	1
GSE178175	118	15	1
GSE178175	128	1	1
GSE178175	7	7	97
GSE178175	8	4	203
GSE178175	8	7	51
GSE178175	8	8	36
GSE178175	9	4	97
GSE178175	9	5	57
GSE178175	9	6	32
GSE178175	9	7	24
GSE178175	9	8	17
GSE178175	9	9	23
GSE178175	10	4	63
GSE178175	10	5	30
GSE178175	10	6	12
GSE178175	10	7	17
GSE178175	10	8	16
GSE178175	10	10	6
GSE178175	11	1	1894
GSE178175	11	3	113
GSE178175	11	4	33
GSE178175	11	5	10
GSE178175	11	7	1
GSE178175	11	8	7
GSE178175	11	9	3
GSE178175	11	10	5
GSE178175	11	11	4
GSE178175	12	2	366
GSE178175	12	4	17
GSE178175	12	6	1
GSE178175	12	7	8
GSE178175	12	8	7
GSE178175	12	9	4
GSE178175	12	10	5
GSE178175	12	11	4
GSE178175	12	12	2
GSE178175	13	1	520
GSE178175	13	2	196
GSE178175	13	3	28
GSE178175	13	4	9
GSE178175	13	5	6
GSE178175	13	6	3
GSE178175	13	7	3
GSE178175	13	8	3
GSE178175	13	9	1
GSE178175	13	10	1
GSE178175	13	11	5
GSE178175	13	12	2
GSE178175	13	13	1
GSE178175	14	1	275
GSE178175	14	2	94
GSE178175	14	3	23
GSE178175	14	4	5
GSE178175	14	5	3
GSE178175	14	6	2
GSE178175	14	7	4
GSE178175	14	8	2
GSE178175	14	9	1
GSE178175	14	11	3
GSE178175	14	12	3
GSE178175	14	13	1
GSE178175	15	1	174
GSE178175	15	2	62
GSE178175	15	3	11
GSE178175	15	4	3
GSE178175	15	5	3
GSE178175	15	6	4
GSE178175	15	7	1
GSE178175	15	8	1
GSE178175	15	10	1
GSE178175	15	11	1
GSE178175	15	12	1
GSE178175	15	13	1
GSE178175	16	2	29
GSE178175	16	4	2
GSE178175	16	5	1
GSE178175	16	9	1
GSE178175	16	11	1
GSE178175	17	2	12
GSE178175	17	3	3
